No.,Identifier,Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Book Author Full Names,Group Authors,Article Title,Source Title,Document Type,Author Keywords,Abstract,Publisher,Publication Year,DOI Link,,,,
68,0,J,"Liew, H; Pienkowska, A; Ang, CS; Mahadzir, MDA; Goh, KFI; Lodh, N; Bojic, I; Lawate, A; Ong, QC; Venkataraman, K; Car, J; Ho, AHY",,,,,,Empowering Foot Care Literacy Among People Living With Diabetes and Their Carers With an mHealth App: Protocol for a Feasibility Study,JMIR RESEARCH PROTOCOLS,Article,digital therapeutics; mHealth; diabetes mellitus; diabetes foot ulcer; feasibility study; mobile phone,"Background: Diabetic foot ulcers (DFUs) cause significant morbidity affecting 19% to 34% of people living with diabetes mellitus. DFUs not only impair quality of life but may also result in limb loss and mortality. Patient education has been advocated to raise awareness of proper foot self-care and the necessity of seeking assistance when a foot wound occurs. Modern technologies, including mobile health (mHealth) interventions such as health apps, bring the potential for more cost-effective and scalable interventions. Objective: This study aims to examine the feasibility and usability of a newly developed mHealth app called Well Feet, which is a diabetes and foot care education app for individuals at risk of developing DFU. Methods: Well Feet was developed using an evidence-based and expert panel cocreation approach to deliver educational content available in 3 languages (ie, English, Chinese, and Malay) via animation videos and a range of additional features, including adaptive learning. A nonrandomized, single-arm feasibility study using a mixed methods approach with a series of validated questionnaires and focus group discussions will be conducted. In total, 40 patients and carers will be recruited from a tertiary hospital diabetes clinic to receive a 1-month mHealth intervention. The primary outcomes are the usability of the app and a qualitative perspective on user experience. Secondary outcomes include changes in foot care knowledge, self-management behaviors, and quality of life. Results: Patient recruitment began in July 2023, and the intervention and data collection will be completed by the end of September 2023. This study has been approved by National Healthcare Group Domain Specific Review Board (2022/00614) on February 10, 2023. The expected results will be published in spring 2024. Conclusions: Through this feasibility study, the Well Feet DFU education app will undergo a comprehensive quantitative and qualitative evaluation of its usability and acceptance for future improvement in its design. With local contextualization, cultural adaptation, and its multilingual functionality, the app addresses a critical aspect of DFU health education and self-management in a multiethnic population. Findings from this study will refine and enhance the features of the app based on user feedback and shape the procedural framework for a subsequent randomized controlled trial to assess the effectiveness of Well Feet.","JMIR PUBLICATIONS, INC",2023,http://dx.doi.org/10.2196/52036,,,,
69,0,J,"Archambault, SG",,,,,,Expanding on the Frames: Making a Case for Algorithmic Literacy,COMMUNICATIONS IN INFORMATION LITERACY,Article,algorithmic literacy; information literacy; algorithmic awareness; AI literacy,"Traditional information literacy skills (e.g., effectively finding and evaluating information) need to be updated due to the rapidly changing information ecosystem and the growing dominance of online platforms that use algorithms to control and shape information. This article proposes additions to the current ACRL Framework for Information Literacy for Higher Education that relate to algorithmic literacy. The Authority is Constructed and Contextual frame can be applied to recognizing the need to question algorithmic authority (including algorithmic bias), the Information Has Value frame can be used to acknowledge online platforms' use of proprietary algorithms allowing third parties to access personal data, and the Searching as Strategic Exploration frame can draw attention to search results in online platforms are mediated through algorithms. Classroom activities to teach the new knowledge practices and dispositions are also included.",COMMUNICATIONS INFORMATION LITERACY,2023,,,,,
70,0,J,"Kim, K; Kwon, K",,,,,,Exploring the AI competencies of elementary school teachers in South Korea,COMPUTERS AND EDUCATION: ARTIFICIAL INTELLIGENCE,Article,AI education; AI competency; Teacher competency; Teaching competency; Technological pedagogical content knowledge (TPACK),"Although the importance of K-12 artificial intelligence (AI) education grows, the lack of teacher readiness hinders the integration of AI in schools. To address this issue, this study aimed to explore South Korean elementary school teachers' experiences teaching AI curricula and examine their competencies. A survey and interviews were conducted with 67 elementary school teachers who have been working in AI-leading schools in South Korea. The results indicated that teachers were least confident in content knowledge, followed by technological knowledge and pedagogical knowledge relevant to AI. Additionally, interviews with 13 teachers revealed five themes regarding AI education: (1) emphasizing the importance of instructional design in AI education; (2) redesigning the learning environment to promote learning experiences; (3) lowering teaching anxiety by acknowledging the limitations of content knowledge; (4) extending AI education based on computer science (CS) principles; and (5) acquiring literacy in codes, data, AI technologies, and ethical issues. Based on the findings, 22 AI competencies for elementary school teachers were derived and categorized based on the technological pedagogical content knowledge (TPACK) framework. The competencies provide a practical framework for teachers to acquire the necessary knowledge and skills for AI education. The study contributes to understanding AI teaching practices in South Korea by revealing teachers' perspectives on and identifying the essential competencies for practicing AI education.",ELSEVIER,2023,http://dx.doi.org/10.1016/j.caeai.2023.100137,,,,
71,0,C,"Rismanchian, S; Doroudi, S",,"Rebolledo-Mendez, G; Dimitrova, V; Matsuda, N; Santos, OC; Wang, N",,,,Four Interactions Between AI and Education: Broadening Our Perspective on What AI Can Offer Education,"ARTIFICIAL INTELLIGENCE IN EDUCATION. POSTERS AND LATE BREAKING RESULTS, WORKSHOPS AND TUTORIALS, INDUSTRY AND INNOVATION TRACKS, PRACTITIONERS, DOCTORAL CONSORTIUM AND BLUE SKY, AIED 2023",Proceedings Paper,AI and education; Applied epistemology; Cognitive modeling; Intelligent tutoring systems; AI literacy; Large language models,"In the 30th anniversary of the International Artificial Intelligence in Education Society, there is a need to look back to the past to envision the community's future. This paper presents a new framework (AIxEd) to categorize different interactions between artificial intelligence (AI) and education. We use our framework to compare papers from two early proceedings of AIED (1985 & 1993) with AIED proceedings papers and IJAIED papers published in 2021. We find that two out of four kinds of interactions between AI and education were more common in the early stages of the field but have gained less attention from the community in recent years. We suggest that AI has more to offer education than a pragmatic toolkit to apply to educational problems; rather, AI also serves as an analogy for thinking about human intelligence and learning. We conclude by envisioning future research directions in AIED.",SPRINGER INTERNATIONAL PUBLISHING AG,2023,http://dx.doi.org/10.1007/978-3-031-36336-8_1,,,,
72,0,C,"Kim, Y; Lee, DW; Liang, PP; Alghowinem, S; Breazeal, C; Park, HW",,,ACM,,,"HIINT: Historical, Intra- and Inter- personal Dynamics Modeling with Cross-person Memory Transformer","PROCEEDINGS OF THE 25TH INTERNATIONAL CONFERENCE ON MULTIMODAL INTERACTION, ICMI 2023",Proceedings Paper,,"Accurately modeling affect dynamics, which refers to the changes and fluctuations in emotions and affective displays during human conversations, is crucial for understanding human interactions. However, modeling affect dynamics is challenging due to contextual factors, such as the complex and nuanced nature of intra- and inter- personal dependencies. Intrapersonal dependencies refer to the influences and dynamics within an individual, including their affective states and how it evolves over time. Interpersonal dependencies, on the other hand, involve the interactions and dynamics between individuals, encompassing how affective displays are influenced by and influence others during conversations. To address these challenges, we propose a Cross-person Memory Transformer (CPM-T) framework which explicitly models intra- and inter- personal dependencies in multi-modal non-verbal cues. The CPM-T framework maintains memory modules to store and update dependencies between earlier and later parts of a conversation. Additionally, our framework employs cross-modal attention to effectively align information from multi-modalities and leverage cross-person attention to align behaviors in multi-party interactions. We evaluate the effectiveness and robustness of our approach on three publicly available datasets for joint engagement, rapport, and human belief prediction tasks. Our framework outperforms baseline models in average F1-scores by up to 22.6%, 15.1%, and 10.0% respectively on these three tasks. Finally, we demonstrate the importance of each component in the framework via ablation studies with respect to multimodal temporal behavior.",ASSOC COMPUTING MACHINERY,2023,http://dx.doi.org/10.1145/3577190.3614122,,,,
73,0,C,"Tedre, M; Vartiainen, H",,,ACM,,,K-12 Computing Education for the AI Era: From Data Literacy to Data Agency,"PROCEEDINGS OF THE 2023 CONFERENCE ON INNOVATION AND TECHNOLOGY IN COMPUTER SCIENCE EDUCATION, ITICSE 2023, VOL 1",Proceedings Paper,AI education; K-12; school; computing education; artificial intelligence; machine learning,"The question of how to teach classical, rule-based programming has been driving much of the computing education research since the 1950s. In the K-12 (school) context, a consensus has emerged over time on the paradigmatic elements of computing education, which implicitly assumes a von Neumann computer executing instruction sequences guided by imperative programs [1, 3]. Within this framework, many researchers have focused on how to facilitate learners to develop an accurate mental model of what the computer does when it executes a piece of code. However, the traditional programming approach in computing education is inadequate for understanding and developing machine learning (ML) driven technology. ML has already facilitated significant advancements in automation, ranging from speech and image recognition, autonomous cars, and deepfake videos to super-human performance in board and computer games, and more. Many datadriven approaches that power today's cutting edge services and apps significantly diverge from the central paradigmatic assumptions of traditional programming [3]. Consequently, traditional views on computing education are increasingly being challenged to account for the changes that AI/ML brings [2]. This keynote talk presents early results from a study on how to teach fundamental AI insights and techniques to 200 4-9 graders in 14 primary schools in Eastern Finland. It describes the learning environments, tools, and pedagogical approaches involved, and explores the paradigmatic and conceptual changes required in transitioning from teaching classical programming to teaching ML in K-12 computing education [4]. It outlines the mindset shifts required for this transition and discusses the challenges posed to the development of curricula, educational technology, and learning environments. It further provides examples of how AI ethics concepts, such as algorithmic bias, privacy, misinformation, diversity, and accountability, can be integrated into ML education. The talk discusses the relationship between different literacies in computing and presents an active concept, data agency, that refers to people's volition and capacity for informed actions that make a difference in their digital world. It emphasizes not only the understanding of data (i.e., data literacy) but also the active control and manipulation of information flows and the ethical and wise use of them [5].",ASSOC COMPUTING MACHINERY,2023,http://dx.doi.org/10.1145/3587102.3593796,,,,
74,0,C,"Alok, AB; Sakib, H; Ullah, SA; Huq, F; Ghosh, R; Mondal, JJ; Sakif, MSI; Noor, J",,,ACM,,,'Khep': Exploring Factors that Influence The Preference of Contractual Rides to Ride-Sharing Apps in Bangladesh,"PROCEEDINGS OF THE ACM SIGCAS/SIGCHI CONFERENCE ON COMPUTING AND SUSTAINABLE SOCIETIES 2023,COMPASS 2023",Proceedings Paper,Ride Sharing App; Contractual Ride; Khep; Bangladesh; Ride-Sharing in Bangladesh; Human-Computer Interaction,"With rapid urbanization and increasing traffic congestion in major cities, alternative modes of transportation have gained significant attention. The ride-sharing app revolution also has sparked a significant transformation in the transportation industry, along with Khep, an unusual ride-sharing approach where individuals negotiate fares directly with drivers personally, which has become a popular means of transportation. In this research, we investigate various factors that influence the preference for such unconventional contractual rides over ride-sharing apps, such as cultural norms, trust issues, affordability, and accessibility. Moreover, we explore the role of technology literacy, marketing strategies, and regulatory frameworks in shaping the adoption landscape. After conducting a survey and interviews, we conduct a thorough analysis to determine the expected findings and uncover meaningful insights regarding the utilization, preferences, and challenges within the ride-sharing industry in Bangladesh. The findings of this study reveal that cultural factors, such as the preference for bargaining and personal connections, strongly influence the popularity of contractual rides. Additionally, concerns related to safety, data privacy, and trust act as barriers to ride-sharing app adoption. Being associated with UN SDG Goals 11 and 9, the implications of this research extend beyond Bangladesh and can provide insights for policymakers, transportation companies, and technology developers seeking to understand the factors shaping the adoption of ride-sharing apps in similar contexts.",ASSOC COMPUTING MACHINERY,2023,http://dx.doi.org/10.1145/3588001.3609361,,,,
75,0,J,"Joseph, S",,,,,,Large Language Model-based Tools in Language Teaching to Develop Critical Thinking and Sustainable Cognitive Structures,RUPKATHA JOURNAL ON INTERDISCIPLINARY STUDIES IN HUMANITIES,Article,Critical AI Literacy; English; Language Teaching; Education for Sustainable Development,"Experts assert that Large Language Model (LLM) based tools like ChatGPT are the next generation in the evolution of Artificial Intelligence and will permeate all walks of human life including education. The current narrative is that we need to embed the LLM-based tools into the system taking advantage of their personalised, dynamic, adaptive nature while being mindful of their limitations. One of the greatest limitations so far identified is that these pre-trained transformer-based encoder models fine-tuned on Natural Language Processing (NLP) tasks do not reveal verifiable reasoning ability. As a result, the information generated by these tools is subject to ethical and factual errors that need human oversight. This paper uses the integrative literature review to identify and synthesize Critical Digital Literacy frameworks in language teaching in the light of the essential competencies and learning domains identified by the UNESCO Education for Sustainable Development directives. The Critical AI Literacy framework proposed in this paper would enable language teachers to adopt LLM-based tools to enhance their instructional strategies. The cognitive, affective and conative competencies developed through the new CAIL framework would empower learners to understand the manipulative nature of language and use language to build a sustainable future.",AESTHETICS MEDIA SERVICES-AESTHETIXMS,2023,http://dx.doi.org/10.21659/rupkatha.v15n4.13,,,,
76,0,C,"Triebus, C; Geiger, C",,"Olivero, LF; DaVeiga, PA; Araujo, AB; Dourado, P; DaSilva, BM",,,,Precious Camouflage - A Dance Performance Interweaving Human Movement and Artificial Intelligence Artistic Research for Exploring the Communication Between Dancers and AI,"PROCEEDINGS OF THE 11TH INTERNATIONAL CONFERENCE ON DIGITAL AND INTERACTIVE ARTS, ARTECH 2023",Proceedings Paper,Performance Art; Dance; AI; Digital Art; Agency; Body; Live Interaction; Ethics,"This paper presents the layout created for Precious Camouflage, a dance performance that entangles human movement and artificial intelligence (AI) in a museal space. The performance, which features four dancers and five AI systems, challenges traditional notions of performance and authorship, and serves as a reflection on the rapid development of digital technologies and their societal implications. This is done by staging different kinds of agency in a communicative setup and a mesh of interactions accompanied by extended research on ethical questions with a focus point on bodies in datasets. In this paper we present the research to develop the piece. Background information and the recorded performance can be found at http://www.precious.dance.",ASSOC COMPUTING MACHINERY,2023,http://dx.doi.org/10.1145/3632776.3632810,,,,
77,0,C,"Morch, AI; Andersen, R",,"Spano, LD; Schmidt, A; Santoro, C; Stumpf, S",,,,"Programming with Minecraft Bedrock Up: Modeling, Coding, and Computational Concepts","END-USER DEVELOPMENT, IS-EUD 2023",Proceedings Paper,Minecraft; Programming; Modeling; Computational Thinking; Teaching Method; Action-Breakdown-Repair; Design-Based Research; End-User Development; Block-Based Programming; Levels of Abstraction,"As society gradually digitizes, the need increases for computational literacy education or the inclusion of programming and computational thinking in school curricula and teaching practices. A challenge is to reach students with little or no experience in programming but who have played digital games like Minecraft (i.e., the sandbox game). Toward that end we have developed a new teaching method, which guides students from concrete to abstract programming activities stepwise: 1) block building and modeling, 2) high-level functions, and 3) general purpose programming. Themethod is based on a theoretical framework Action-Breakdown-Repair and is the result of the first iteration of a design-based research (DBR) process that aims to adapt Minecraft Education and its embedded block-based programming language MakeCode to teaching introductory computer science. We demonstrate the method and report the strengths and weaknesses of the first DBR iteration, including high engagement, different levels of abstraction, challenges of understanding computational concepts in working code, and the role of a shared referent in the game world to coordinate program understanding.",SPRINGER INTERNATIONAL PUBLISHING AG,2023,http://dx.doi.org/10.1007/978-3-031-34433-6_15,,,,
78,0,C,"Panagoulias, DP; Virvou, M; Tsihrintzis, GA",,,IEEE,,,Tailored Explainability in Medical Artificial Intelligence-empowered Applications: Personalisation via the Technology Acceptance Model,"2023 IEEE 35TH INTERNATIONAL CONFERENCE ON TOOLS WITH ARTIFICIAL INTELLIGENCE, ICTAI",Proceedings Paper,AI-empowered software engineering; biomarkers; explainability; technology acceptance model,"The great momentum of Artificial Intelligence-empowered applications makes the requirement for detailed and tailored explainability frameworks more crucial. This is particularly evident in the medical domain, where validation of methodologies and outcomes is very important to the adoption of such systems. The depth and the level of understanding of Artificial Intelligence-related concepts is a significant design parameter and necessitates a systemic approach to ensure that a proper level of transparency is incorporated in an Artificial Intelligence-empowered application. In this paper, we propose a novel and generalised approach for the analysis of user requirements and abilities in relation to Artificial Intelligence-empowered applications. Specifically, we use the Technology Acceptance Model (TAM), as a technical methodology to measure the user perception of usefulness and usability of a technology and, subsequently, identify the corresponding depths of explainablity requirements. As a result, we design a layered and personalised explainability framework that may increase adoption rates of domain-specific Artificial Intelligence-empowered technologies.",IEEE COMPUTER SOC,2023,http://dx.doi.org/10.1109/ICTAI59109.2023.00077,,,,
79,0,J,"Morris, ME; Brusco, NK; Jones, J; Taylor, NF; East, CE; Semciw, AI; Edvardsson, K; Thwaites, C; Bourke, SL; Khan, UR; Fowler-Davis, S; Oldenburg, B",,,,,,The Widening Gap between the Digital Capability of the Care Workforce and Technology-Enabled Healthcare Delivery: A Nursing and Allied Health Analysis,HEALTHCARE,Article,digital; digital maturity; digital capability; digital literacy; healthcare; nursing; midwifery; allied health; workforce; consumer; care worker; care economy,"There is a need to ensure that healthcare organisations enable their workforces to use digital methods in service delivery. This study aimed to evaluate the current level of digital understanding and ability in nursing, midwifery, and allied health workforces and identify some of the training requirements to improve digital literacy in these health professionals. Representatives from eight healthcare organizations in Victoria, Australia participated in focus groups. Three digital frameworks informed the focus group topic guide that sought to examine the barriers and enablers to adopting digital healthcare along with training requirements to improve digital literacy. Twenty-three participants self-rated digital knowledge and skills using Likert scales and attended the focus groups. Mid-range scores were given for digital ability in nursing, midwifery, and allied health professionals. Focus group participants expressed concern over the gap between their organizations' adoption of digital methods relative to their digital ability, and there were concerns about cyber security. Participants also saw a need for the inclusion of consumers in digital design. Given the widening gap between digital innovation and health workforce digital capability, there is a need to accelerate digital literacy by rapidly deploying education and training and policies and procedures for digital service delivery.",MDPI,2023,http://dx.doi.org/10.3390/healthcare11070994,,,,
80,0,J,"Muslimin, AI; Mukminatien, N; Ivone, FM",,,,,,"TPACK-SAMR digital literacy competence, technostress, and teaching performance: Correlational study among EFL lecturers",CONTEMPORARY EDUCATIONAL TECHNOLOGY,Article,digital literacy competence; EFL; TPACK-SAMR; teaching performance; technostress,"This study aimed to scrutinize the correlation between English as a foreign language (EFL) lecturers' digital literacy competence (DLC) based on the TPACK-SAMR framework and their technostress. In addition, this study revealed how the variables correlated to the lecturers' EFL teaching performances. Therefore, a correlational design with a descriptive explanation model was conducted. The participants were six EFL lecturers from six different universities in various cities in East Java Province, Indonesia. The data were collected by administering TPACK-SAMR DLC and technostress questionnaires, conducting a semi-structured interview, and documenting the teaching scenarios. The results showed that most participants were more confident with their pedagogical knowledge and content knowledge. They claimed it was hard to mingle them into harmonious teaching performances with technology that challenged them to achieve the higher TPACK-SAMR DLC level. Relevant to this finding, their DLC had a negative 'very high' correlation with technostress, shown by -.824 Pearson correlation coefficient. Henceforth, their EFL teaching performances reflected the minimum operation of technology, according to SAMR stages, to mediate EFL teaching by substituting and augmenting the technology. Therefore, this study highlights the importance of DLC training to escalate the positive outcomes of EFL teaching with technology and minimize technostress.",BASTAS PUBL LTD - UK,2023,http://dx.doi.org/10.30935/cedtech/12921,,,,
81,1,J,"Casal-Otero, L; Catala, A; Fernandez-Morante, C; Taboada, M; Cebreiro, B; Barro, S",,,,,,AI literacy in K-12: a systematic literature review,INTERNATIONAL JOURNAL OF STEM EDUCATION,Review,Secondary education; Teaching; learning strategies; Twenty-first century skills; Cultural and social implications,"The successful irruption of AI-based technology in our daily lives has led to a growing educational, social, and political interest in training citizens in AI. Education systems now need to train students at the K-12 level to live in a society where they must interact with AI. Thus, AI literacy is a pedagogical and cognitive challenge at the K-12 level. This study aimed to understand how AI is being integrated into K-12 education worldwide. We conducted a search process following the systematic literature review method using Scopus. 179 documents were reviewed, and two broad groups of AI literacy approaches were identified, namely learning experience and theoretical perspective. The first group covered experiences in learning technical, conceptual and applied skills in a particular domain of interest. The second group revealed that significant efforts are being made to design models that frame AI literacy proposals. There were hardly any experiences that assessed whether students understood AI concepts after the learning experience. Little attention has been paid to the undesirable consequences of an indiscriminate and insufficiently thought-out application of AI. A competency framework is required to guide the didactic proposals designed by educational institutions and define a curriculum reflecting the sequence and academic continuity, which should be modular, personalized and adjusted to the conditions of the schools. Finally, AI literacy can be leveraged to enhance the learning of disciplinary core subjects by integrating AI into the teaching process of those subjects, provided the curriculum is co-designed with teachers.",SPRINGER,2023,http://dx.doi.org/10.1186/s40594-023-00418-7,,,,
82,0,J,"Porlezza, C",,,,,,Promoting responsible AI: A European perspective on the governance of artificial intelligence in media and journalism,COMMUNICATIONS-EUROPEAN JOURNAL OF COMMUNICATION RESEARCH,Article,news media; journalism; artificial intelligence; automation; governance; AI-Act; European Commission; Council of Europe,"Artificial intelligence and automation have become pervasive in news media, influencing journalism from news gathering to news distribution. As algorithms are increasingly determining editorial decisions, specific concerns have been raised with regard to the responsible and accountable use of AI-driven tools by news media, encompassing new regulatory and ethical questions. This contribution aims to analyze whether and to what extent the use of AI technology in news media and journalism is currently regulated and debated within the European Union and the Council of Europe. Through a document analysis of official policy documents, combined with a data mining approach and an inductive thematic analysis, the study looks at how news media are dealt with, in particular regarding their responsibilities towards their users and society. The findings show that regulatory frameworks about AI rarely include media, but if they do, they associate them with issues such as disinformation, data, and AI literacy, as well as diversity, plurality, and social responsibility.",DE GRUYTER MOUTON,2023,http://dx.doi.org/10.1515/commun-2022-0091,,,,
83,0,J,"Chiang, FK; Liang, XN; Xiao, XZY; Jiang, ZJ; Zhou, Y",,,,,,Design-Based Research on the Development and Implementation of AI Courses from the Perspective of University-Enterprise Cooperation,FRONTIERS OF EDUCATION IN CHINA,Article,artificial intelligence (AI) education; informal learning; design-based research (DBR); university enterprise cooperation; competition and education integration,"In recent years, China has been issuing artificial intelligence (AI) education policies to promote the deep integration between AI and education. Setting AI courses at the basic education phase can cultivate students' AI literacy and enhance the country's science and technology competitiveness in the future. However, due to shortages of AI teachers and inadequate conditions for practice, the current AI courses in primary and secondary schools are not enough in effectiveness. In light of current problems, this study, based on the foundation of university -enterprise cooperation, integrates the competition and education mechanism into informal AI course design and practice. Using a design-based research paradigm, the study proposes the design framework from four dimensions: goals, themes and content, methods and steps, and evaluation, and then further refines the framework through two rounds of iterations, to provide a reference for the development and practice of AI courses.",HIGHER EDUCATION PRESS,2023,http://dx.doi.org/10.3868/s110-008-023-0031-5,,,,
84,0,J,"Stovpets, O; Borinshtein, Y; Yershova-Babenko, I; Kozobrodova, D; Madi, H; Honcharova, O",,,,,,Digital technologies and human rights: challenges and opportunities,AMAZONIA INVESTIGA,Article,digital technologies deployment; algorithms; neural networks; ethics; laws; rights; technology misuse,"Digitalization has revolutionized modern life, but it also presents complex challenges to human rights. The objective of this study is to consider digital technologies phenomenon in its complexity. In our research we mainly relied on dialectical method, systematic approach, comparative-historical method, axiological approach. Our research highlights both a range of benefits and a variety of risks associated with the deployment of digital technologies into life. Key concerns include data safety, human consciousness manipulations, cyber-security threats, the 'digital divide', algorithmic biases, and authoritarian technology misuse. But despite these challenges, digitalization offers opportunities for human rights advancement. We can also envision comprehensive social inclusion in cyberspace, digital literacy promotion, further technological innovation, and robust ethical and legal frameworks safeguarding digital rights. Mindful AI deployment can enhance living standards, improve education and healthcare, and even extend longevity. Contemporary political systems must comprehend and regulate digital technology's power, ensuring responsible governance, as without safety protocols and reasonable limitations for AI -powered tools and technologies, human rights and freedoms remain at risk.",Editorial Primmate,2023,http://dx.doi.org/10.34069/AI/2023.72.12.2,,,,
85,0,J,"Alm, A; Watanabe, Y",,,,,,Integrating ChatGPT in Language Education: A Freirean Perspective,IRANIAN JOURNAL OF LANGUAGE TEACHING RESEARCH,Article,ChatGPT; language education; critical pedagogy; AI ethics; Freire; AI literacy,"This paper explores the implications of ChatGPT for language teaching through the lens of Paulo Freire's critical pedagogy. A review of recent research on ChatGPT reveals promising opportunities for personalised and interactive learning, but also risks of propagating cultural bias, plagiarism and passive learning. Freire's concepts of 'banking' versus empowering, dialogic education provide a relevant framework for analysis. While recognising the potential of ChatGPT, a Freirean perspective suggests that efforts are needed to ensure that its integration serves goals of equity, social justice and the development of critical consciousness, not just efficiency. Suggested strategies include developing students' AI literacy, co-creating localised learning scenarios, promoting learner agency, ensuring access, and establishing ethical guidelines. Guided by Freire's ideals, ChatGPT has the potential to play a transformative role in language education. This conceptual analysis enriches our understanding of the implications of AI for language pedagogy and suggests an ethical way forward.",URMIA UNIV,2023,http://dx.doi.org/10.30466/ijltr.2023.121404,,,,
86,0,J,"Dlimbetova, GK; Abenova, SU; Sadykova, SS; Primbetova, AI",,,,,,Integrating Sustainability into Education: An Exploration of the 'Green School - Green College - Green University' Approach,EUROPEAN JOURNAL OF CONTEMPORARY EDUCATION,Article,green school; collegem environmental education; learning psychology; integration; continuous education,"The concept of a green school or environmental school, where students develop ecological literacy and culture, is currently gaining importance considering globalization and the growing environmental crisis. The effectiveness of integrating environmental education in European and Kazakhstan schools and colleges is being examined, highlighting the need to consider psychological aspects in the educational process. Three testing methodologies were employed during the research. Many educational institutions worldwide strive to become green schools, but they encounter obstacles, including the need for integrating environmental education and psychology. To assess the effectiveness of implementing psychological methods in environmental education, pre-and post testing were conducted. In the control group, students' average score on the scale of engagement in environmental activities increased from 62 to 68 points (+9.68 %), while in the experimental group, it rose from 62 to 76 points (+22.58 %). Similarly, the level of environmental awareness in the control group increased from 59 to 64 points (+8.47 %), and in the experimental group, it increased from 59 to 73 points (+23.73 %). This article underscores the importance of integrating environmental education and psychology in the development of a continuous educational process in a green school and green college.",Cherkas Global Univ Press,2023,http://dx.doi.org/10.13187/ejced.2023.4.1175,,,,
87,0,J,"Kucirkova, N; Rodriguez-Leon, L",,,,,,Multisensory Reading in Early Childhood: Systematic Review with Theoretical Guidance for Human Development Studies,HUMAN DEVELOPMENT,Review,multisensory; reading; systematic review; children,"Our systematic qualitative analysis advances the field of human development with an integrative review of sensory research in children's reading of books and e-books. Based on a systematic literature review of 35 papers, we qualitatively synthesise multi-disciplinary literature concerned with children's sensory development and the activity of reading. We map the studies' characteristics, including their methodological designs and primary theoretical concepts (embodiment and materiality). We highlight empirical research gaps and lack of literature attention particularly for critical engagement with sensorial research. We find notable terminological discrepancies across qualitative and quantitative studies and lack of attention to the developmental aspects of children's sensory reading and its dynamic interaction with books' affordances. Our theoretical contribution lies in identifying the emerging area of multisensory m(ai)cro research as a future agenda for studies of children's reading, which we support with a terminological guide and a conceptual framework.",KARGER,2023,http://dx.doi.org/10.1159/000531633,,,,
88,0,J,"Song, Y; Puerta, JB; Medina-Aedo, M; Canelo-Aybar, C; Valli, C; Ballester, M; Rocha, C; Garcia, ML; Salas-Gama, K; Kaloteraki, C; Santero, M; de Guzm?n, EN; Spoiala, C; Gurung, P; Willemen, F; Cools, I; Bleeker, J; Poortvliet, R; Laure, T; van der Gaag, M; Pacheco-Barrios, K; Zafra-Tanaka, J; Mavridis, D; Veroniki, AA; Zevgiti, S; Seitidis, G; Alonso-Coello, P; Groene, O; Gonz?lez-Gonz?lez, AI; Sunol, R; Orrego, C; Heijmans, M",,,,,,Self-Management Interventions for Adults Living with Type II Diabetes to Improve Patient-Important Outcomes: An Evidence Map,HEALTHCARE,Review,diabetes type 2; self-management interventions; evidence mapping; quality improvement,"Self-management interventions (SMIs) may be promising in the treatment of Diabetes Mellitus Type 2 (T2DM). However, accurate comparisons of their relative effectiveness are challenging, partly due to a lack of clarity and detail regarding the intervention content being evaluated. This study summarizes intervention components and characteristics in randomized controlled trials (RCTs) related to T2DM using a taxonomy for SMIs as a framework and identifies components that are insufficiently incorporated into the design of the intervention or insufficiently reported. Following evidence mapping methodology, we searched MEDLINE, CINAHL, Embase, Cochrane, and PsycINFO from 2010 to 2018 for randomized controlled trials (RCTs) on SMIs for T2DM. We used the terms 'self-management', 'adult' and 'T2DM' for content. For data extraction, we used an online platform based on the taxonomy for SMIs. Two independent reviewers assessed eligible references; one reviewer extracted data, and a second checked accuracy. We identified 665 RCTs for SMIs (34% US, 21% Europe) including 164,437 (median 123, range 10-14,559) adults with T2DM. SMIs highly differed in design and content, and characteristics such as mode of delivery, intensity, location and providers involved were poorly described. The majority of interventions aimed to improve clinical outcomes like HbA1c (83%), weight (53%), lipid profile (45%) or blood pressure (42%); 27% (also) targeted quality of life. Improved knowledge, health literacy, patient activation or satisfaction with care were hardly used as outcomes (<16%). SMIs most often used education (98%), self-monitoring (56%), goal-setting (48%) and skills training (42%) to improve outcomes. Management of emotions (17%) and shared decision-making (5%) were almost never mentioned. Although diabetes is highly prevalent in some minority groups, in only 13% of the SMIs, these groups were included. Our findings highlight the large heterogeneity that exists in the design of SMIs for T2DM and the way studies are reported, making accurate comparisons of their relative effectiveness challenging. In addition, SMIs pay limited attention to outcomes other than clinical, despite the importance attached to these outcomes by patients. More standardized and streamlined research is needed to better understand the effectiveness and cost-effectiveness of SMIs of T2DM and benefit patient care.",MDPI,2023,http://dx.doi.org/10.3390/healthcare11243156,,,,
